"bookname";"price";"author";"data";"public"
"正版书籍 Python数据科学指南印度 Gopi Subramanian 萨伯拉曼尼安 人民邮电出版社";64.8;"Gopi";"2016-11-01";"人民邮电出版社"
"正版书籍 Python数据科学零基础一本通洪锦魁 清华大学出版社";106.9;"洪锦魁";"2020-04-01";"清华大学出版社"
"正版书籍 Python机器学习（原书第3三版）Python语言代码示例算法应用机器计算机控制仿真与人";119.2;"塞巴斯蒂安・拉施卡";"2021-05-04";"机械工业出版社"
"正版书籍 Python机器学习(美)塞巴斯蒂安・拉施卡(Sebastian Raschka)机械工业出版社";65.7;"塞巴斯蒂安・拉施卡";"2017-03-01";"机械工业出版社"
"正版书籍 Python机器学习实践:测试驱动的开发方法[美] 马修・柯克(Matthew Kirk)机械工业出版社";49.2;"马修・柯克";"2017-11-01";"机械工业出版社"
"正版书籍 Python机器学习建模与部署 从Keras到Kubernetes 模型构建部署双管齐下深度学习微服务容器人工";101.76;"不详";"Unknow";"不详"
"正版书籍 Python机器学习算法与应用邓立国 清华大学出版社";57.5;"邓立国";"2020-04-01";"清华大学出版社"
"正版书籍 Python极客项目编程[美] Mahesh Venkitachalam 人民邮电出版社";56.6;"Mahesh";"2017-03-01";"人民邮电出版社"
"正版书籍 Python树莓派编程沃尔弗拉姆 多纳特(Wolfram Donat)机械工业出版社";41.0;"沃尔弗拉姆";"2016-11-01";"机械工业出版社"
"正版书籍 Python核心编程 第3版 英文版[美] 卫斯理 春(Wesley Chun) 人民邮电出版社";81.0;"卫斯理";"2016-03-01";"人民邮电出版社"
"正版书籍 Python深度学习：基于TensorFlow吴茂贵,王冬,李涛,杨本法机械工业出版社";65.7;"吴茂贵";"2018-10-01";"机械工业出版社"
"正版书籍 Python爬虫开发 从入门到实战谢乾坤 人民邮电出版社";41.0;"谢乾坤";"2018-09-01";"人民邮电出版社"
"正版书籍 Python爬虫开发与项目实战范传辉机械工业出版社";65.7;"范传辉";"2017-06-01";"机械工业出版社"
"正版书籍 Python物理学高效计算[美] 安东尼・斯科普斯（Anthony Scopatz）,凯瑟琳・ 人民邮电出版社";81.0;"安东尼・斯科普斯";"2018-02-01";"人民邮电出版社"
"正版书籍 Python生物信息学数据管理(意)Allegra Via (阿莱格拉 维亚),卢宏超 电子工业出版社";57.5;"Allegra";"2017-01-01";"电子工业出版社"
"正版书籍 Python科学计算基础教程[印] Hemant Kumar Mehta；陶俊杰,陈小莉 人民邮电出版社";40.4;"Hemant";"2016-10-01";"人民邮电出版社"
"正版书籍 Python程序设计(原书第2版)[美] 凯・S. 霍斯特曼（Cay S. Horstmann） 兰斯・尼机械";105.9;"凯・S";"2018-11-01";"机械工业出版社"
"正版书籍 Python程序设计入门到实战何敏煌 清华大学出版社";57.5;"何敏煌";"2017-01-01";"清华大学出版社"
"正版书籍 Python程序设计基础(原书第4版)[美]托尼・加迪斯（TonyGaddis）,苏小红叶麟袁永机械工业出版社";88.2;"托尼・加迪斯";"2018-12-01";"机械工业出版社"
"正版书籍 Python程序设计基础李东方 电子工业出版社";31.2;"李东方";"2017-01-01";"电子工业出版社"
"正版书籍 Python程序设计开发宝典董付国 清华大学出版社";57.5;"董付国";"2017-08-01";"清华大学出版社"
"正版书籍 Python程序设计教程林信良 清华大学出版社";49.2;"林信良";"2017-01-01";"清华大学出版社"
"正版书籍 Python程序设计教程范建农 电子工业出版社";33.4;"范建农";"2017-07-01";"电子工业出版社"
"正版书籍 Python程序设计案例教程徐光侠,常光辉,解绍词,黄德玲 人民邮电出版社";49.2;"徐光侠";"2017-05-01";"人民邮电出版社"
"正版书籍 Python第三方库开发应用实战张有菊 人民邮电出版社";81.0;"张有菊";"2020-05-01";"人民邮电出版社"
"正版书籍 Python算法设计与分析王硕,董文馨,张舒行,张洁,李秉伦 人民邮电出版社";41.0;"王硕";"2020-04-01";"人民邮电出版社"
"正版书籍 Python绝技:运用Python成为黑客[美] TJ O'Connor（TJ 奥科罗）；崔孝晨,武晓音 电子";65.7;"Connor";"2016-01-01";"电子工业出版社"
"正版书籍 Python编程基础与接口测试阿奎 电子工业出版社";37.7;"阿奎";"2017-12-01";"电子工业出版社"
"正版书籍 Python编程基础张健,张良均 人民邮电出版社";32.9;"张健";"2018-03-01";"人民邮电出版社"
"正版书籍 Python编程基础教程H.巴辛（H.Bhasin）著,李军 人民邮电出版社";56.6;"H.巴辛";"2020-05-01";"人民邮电出版社"
"正版书籍 Python编程基础闫俊伢 人民邮电出版社";37.2;"闫俊伢";"2016-10-01";"人民邮电出版社"
"正版书籍 Python编程完全入门教程[希]阿里斯提德・波拉斯（Aristides,Bouras）卢卡雅 人民邮电出版社";72.9;"阿里斯提德・波拉斯";"2020-05-01";"人民邮电出版社"
"正版书籍 Python编程导论 第2版[美]约翰・谷泰格 人民邮电出版社";56.6;"约翰・谷泰格";"2018-02-01";"人民邮电出版社"
"正版书籍 Python编程快速上手 让繁琐工作自动化(异步图书出品)[美] Al Sweigart（斯维加特）,王海鹏";56.6;"Sweigart";"2016-07-01";"人民邮电出版社"
"正版书籍 Python编程自学手册(博文视点出品)史向东,曹剑,张敏,邓贵勇 电子工业出版社";74.0;"史向东";"2020-03-01";"电子工业出版社"
"正版书籍 Python计算机视觉与深度学习实战 郭卡如何使用Python进行基于深度学习的计算机视觉";78.9;"郭卡";"2021-08-01";"人民邮电出版社"
"正版书籍 Python计算机视觉和自然语言处理开发机器人应用系统机器人或智能软硬件研发领域工程师阅读";71.0;"Unknow";"2021-06-02";"人民邮电出版社"
"正版书籍 Python计算机视觉编程[美]Jan Erik Solem,朱文涛 人民邮电出版社";56.6;"Erik";"2014-07-01";"人民邮电出版社"
"正版书籍 Python设计模式 第2版[印度]Chetan Giridhar 吉里德尔 人民邮电出版社";32.3;"Chetan";"2017-06-01";"人民邮电出版社"
"正版书籍 Python语言及其应用[美] 卢布诺维克(Bill Lubanovic),丁嘉瑞,梁杰,禹常隆 人民邮电出版";64.8;"卢布诺维克";"2016-01-01";"人民邮电出版社"
"正版书籍 Python语言程序设计袁,方,肖胜刚,齐鸿志 清华大学出版社";33.7;"肖胜刚";"2019-02-01";"清华大学出版社"
"正版书籍 Python量化交易 张杨飞著 CTA策略、海龟策略 Python量化编程基础，以及详细解析vn.py架构 9";98.2;"阿布";"2021-04-24";"机械工业出版社"
"正版书籍 Python金融实战[美] Yuxing Yan；张少军,严玉星 人民邮电出版社";64.8;"Yuxing";"2017-06-01";"人民邮电出版社"
"正版书籍 Python零基础快乐学习之旅洪锦魁 清华大学出版社";49.2;"洪锦魁";"2019-08-01";"清华大学出版社"
"正版书籍 Python面向对象编程指南[美] Steven F. Lott 洛特 人民邮电出版社";64.8;"Steven";"2016-03-01";"人民邮电出版社"
"正版书籍 Python项目案例开发从入门到实战―爬虫、游戏和机器学习20个项目案例600分钟精讲视频及源码郑秋生,夏敏捷";66.4;"郑秋生";"2018-12-01";"清华大学出版社"
"正版书籍 Python高性能编程Micha,Gorelick,戈雷利克,Ian,Ozsvald...著,胡世杰,徐 人民";64.8;"Micha";"2017-06-01";"人民邮电出版社"
"正版书籍 Python高级编程 第2版[波兰]Micha Jaworski 贾沃斯基 [法]Tarek Ziadé 人民";72.9;"Micha";"2017-09-01";"人民邮电出版社"
"正版书籍 利用Python轻松学数学蹇彤 电子工业出版社";57.5;"蹇彤";"2020-06-01";"电子工业出版社"
"正版书籍 在好的年纪学Python――小学生趣味编程 曹阳波李文月零基础编程教材少儿编程真好玩配套微课视频源代码在线练习";79.5;"曹阳波";"Unknow";"清华大学出版社"
"正版书籍 基于Python的金融分析与风险管理 斯文 科技金融大数据风控金融分析师教程金融大数据分析金融风控参考书期权期";126.88;"不详";"Unknow";"不详"
"正版书籍 数亦有道 Python数据科学指南 王树义翟羽佳Python数据分析数据科学教程数据可视化实战机器学习Pyth";114.96;"Unknow";"Unknow";"陕西科学技术出版社"
"正版书籍 用Python写网络爬虫 第2版(异步图书出品)[德] 凯瑟琳,雅姆尔（Katharine Jarmul）,[";40.4;"凯瑟琳";"2018-08-01";"人民邮电出版社"
"正版书籍 看漫画学Python：有趣、有料、好玩、好用关东升著,赵大羽 绘 电子工业出版社";74.0;"关东升";"2020-06-01";"电子工业出版社"
"正版书籍 零基础学Python(图文版)[英]理查森,王磊 人民邮电出版社";56.6;"理查森";"2015-07-01";"人民邮电出版社"
"正版书籍Python网络爬虫(Scrapy框架)肖睿,陈磊人民邮电出版社";36.3;"肖睿";"2020-01-01";"人民邮电出版社"
"正版从零开始Python快速入门教程Python编程零基础自学书籍从入门到实战网络爬虫程序设计基础编程Python数据处";58.0;"Unknow";"2021-07-01";"人民邮电出版社"
"正版全新 Python Qt GUI与数据可视化编程 pyqt5教程书籍 pyqt5快速开发与实战Qt5 GU 9787";69.3;"王维波";"2019-09-01";"人民邮电出版社"
"正版全新 Python爬虫技术 深入理解原理、技术与开发 清华大学出版社 9787302535683";66.8;"李宁";"2015-01-01";"清华大学出版社"
"正版全新 零基础学Python 赠光盘教程 核心编程设计开发基础教程动态脚本语言教材 python编程入门基础学习手册书";91.9;"不详";"Unknow";"不详"
"正版全新现货平装 掌控Python物联网实践 程晨科学出版社9787030691569";68.0;"程晨";"2021-06-30";"1科学出版社"
"正版全新现货精装 Python常用统计算法 王关锁等科学出版社9787030684462";150.0;"王关锁";"2021-07-06";"1科学出版社"
"正版包票 计算机科学丛书：Python语言程序设计 [美] 梁勇（Y.Daniel Liang）,李娜 机械工业出版社";71.0;"梁勇";"2005-04-01";"机械工业出版社"
"正版包票 趣学Python――教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社 9787115381439文轩图书";51.0;"布里格斯";"2015-02-01";"人民邮电出版社"
"正版包邮 Python3.5从零开始学 新手自学Python零基础学 开发入门书 Python基础教程书籍 Python";59.2;"Unknow";"2020-07-25";"清华大学出版社"
"正版包邮 Python基础教程 第3版 python程序设计教程书籍 python编程入门零基础快速上手初学者从入门到精";99.2;"Unknow";"2020-07-25";"人民邮电"
"正版包邮 Python基础教程第3版 Python编程从入门到实践 head first python学习手册 零基础入";50.49;"芒努斯・利・海特兰德|译者";"2018-02-01";"人民邮电"
"正版包邮 Python数据科学手册 数据分析计算书籍 机器学习算法 ndarray NumPy数据存储 Matplotl";103.0;"杰克・万托布拉斯";"2020-07-25";"人民邮电出版社"
"正版包邮 Python程序设计 第3版 Python自学教程书 Python编程从入门到实践教程书 python3语言程";66.3;"约翰・策勒";"2020-07-25";"人民邮电出版社"
"正版包邮 Python计算机视觉编程 核心编程设计开发基础教程 计算机视觉书籍 对象识别 Python语言 基本理论算法";66.3;"Erik";"2020-07-25";"人民邮电出版社"
"正版包邮 用Python写网络爬虫 Python3网络爬虫开发实战 编写网络爬虫数据抓取 从零开始学Python网络爬虫";135.7;"罗攀";"2020-07-25";"机械工业出版社"
"正版包邮Python从入门到精通 王征,李晓波 中国铁道出版社有限公司 9787113264154";75.1;"Unknow";"2020-01-01";"中国铁道出版社有限公司"
"正版包邮用Python编程和实践！数学教科书 [日]我妻幸�L著,杨鹏 中国水利水电出版社 9787517092773";85.3;"我妻幸�L";"2021-06-01";"中国水利水电出版社"
"正版包邮超有趣学Python：编程超酷航天冒险游戏 [美]肖恩・麦克马纳斯（SeanMcManus） 机械工业出版社 9";84.6;"肖恩・麦克马纳斯";"2021-09-01";"机械工业出版社"
"正版包邮高顿教育 Python 金融编程：快速入门与项目实操 基于Python3 8版本新编 高顿财经研究院 广东经济出";74.1;"Unknow";"2021-04-01";"广东经济出版社"
"正版备考2021年3月全国计算机等级考试二级教程 Python语言程序设计 计算机二级Python教材 计算机二级考试教";57.42;"梁勇";"Unknow";"机械工业出版社"
"正版好好学Python从零基础到项目实战 爬虫自然语言处理区块链开发Python自动化运维快速入门计算机编码和数据分析清";119.0;"刘宇宙";"2021-10-27";"清华大学出版社"
"正版新书 Python青少年编程 像英雄一样学习 python零基础教程 构建web站点白帽黑客操作 查找代码bug和错";49.9;"詹姆斯・R.佩恩";"2021-04-01";"机械工业出版社"
"正版现货 Python 3反爬虫原理与绕过实战 韦世东 开发环境配置web网站构成动态静态页面渲染网络爬虫影响 反爬虫加";84.38;"钱若兵";"Unknow";"安徽科学技术出版社"
"正版现货 Python 3程序设计 全国计算机等级考试Python语言内容 Python语言基础书籍 图形用户界面数据库";55.08;"Unknow";"2021-04-18";"人民邮电出版社"
"正版现货 Python Linux系统管理与自动化运维 Python Linux操作系统编程教程书籍 python li";85.0;"赖明星";"2019-03-29";"机械工业出版社"
"正版现货 Python 程序员面试算法宝典 IT企业面试笔试算法 高频题目详解分析 计算机专业毕业生面试笔试参考书 Py";72.09;"Unknow";"2021-04-18";"机械工业出版社"
"正版现货 Python3网络爬虫开发实战 Scrapy数据分析处理方法 gerapy爬虫管理数据挖掘计算机程序设计编程基";66.0;"崔庆才";"2018-01-01";"人民邮电出版社"
"正版现货 python书籍 基于Python的大数据分析基础及实战 python基础教程 编程入门 计算机编程基础入门书";53.0;"Unknow";"2020-11-29";"科学技术文献出版社"
"正版现货 Python入门经典 Python编程从入门到实践 零基础学习Python Python基础教程程序设计教材计";38.48;"Katie";"2014-01-01";"人民邮电出版社"
"正版现货 Python和Pygame游戏开发指南 Python 2D游戏开发应用实践教程计算机游戏编程教程案例分析Pyt";55.4;"斯维加特";"2015-12-01";"?人民邮电出版社"
"正版现货 Python基础与深度学习实战 梁桥康、邹坤霖、项韶、朱为,,编 1化学工业出版社";58.0;"梁桥康";"2020-09-01";"1化学工业出版社"
"正版现货 Python基础教程 流畅的Python编程从入门到实践 精通python数据分析代码大全 Python开发核";135.0;"Unknow";"2019-03-29";"人民邮电出版社"
"正版现货 Python实用教程 含典型案例视频 分析郑阿奇 python语言编程教程 数据分析python调试及其实例";68.0;"郑阿奇";"2020-11-29";"电子工业出版社"
"正版现货 Python微控制器编程从零开始 使用MicroPython 电子电路工程 MicroPython编程入门书";43.7;"唐纳德・诺里斯";"2021-04-20";"清华大学出版社"
"正版现货 Python快速编程入门 Python基础教程 python入门教程 python视频编程 python编程入";38.7;"黑马程序员";"2017-01-01";"人民邮电出版社"
"正版现货 Python数据分析与可视化 微课视频版 魏伟一 李晓红 大数据与人工智能技术丛书 清华大学出版社 计算机程序";48.12;"魏伟一";"Unknow";"清华大学出版社"
"正版现货 Python数据分析与应用 企业真实项目案例 源代码等相关学习资源 大数据 数据分析 数据挖掘 高职计算机大数";47.0;"Unknow";"2018-04-01";"人民邮电出版社"
"正版现货 Python数据分析与挖掘实战 Python核心编程Python语言开发入门教程Python编程指南 Pyth";65.0;"Unknow";"2019-03-29";"机械工业出版社"
"正版现货 Python数据分析基础 python入门基础教程 利用Python进行数据分析/python数据分析/计算机";73.31;"Clinton";"2021-04-18";"人民邮电出版社"
"正版现货 Python数据挖掘入门与实践 python数据分析算法导论基础教程书 python编程开发教程 Python";55.0;"Robert";"2016-07-01";"人民邮电出版社"
"正版现货 Python数据科学手册 数据分析计算书籍 机器学习统计方法 NumPy数据存储 Matplotlib数据可视";72.0;"杰克・万托布拉斯";"2018-01-01";"人民邮电出版社"
"正版现货 Python期货量化交易实战 基于python的金融分析 金融大数据书 量化交易实战教程书籍程序化交易 自动化";59.3;"酆士昌";"2020-01-01";"人民邮电出版社"
"正版现货 Python机器学习基础教程 人工智能书籍 机器学习实战 python深度学习入门 python神经网络编程";60.0;"伊恩・古德费洛";"2018-01-01";"人民邮电出版社"
"正版现货 Python机器学习经典实例 python机器学习算法教程 深度学习监督学习技术 预测建模 无监督机器学习算法";39.3;"Unknow";"2020-11-29";"人民邮电出版社"
"正版现货 Python极客项目编程 开发有趣的极客项目 掌握实用的Python编程技能 基本的Python语法和基本的编";45.5;"Mahesh";"2020-11-29";"人民邮电出版社"
"正版现货 Python深度学习 python人工智能机器学习神经网络编程书籍 神经网络入门书 Keras之父 deep";79.0;"弗朗索瓦・肖莱";"2018-01-01";"人民邮电出版社"
"正版现货 Python游戏编程入门 游戏开发教程 游戏设计师入门书籍 python游戏编程基础教程书籍 python编程";32.5;"Jonathan";"2015-01-01";"人民邮电出版社"
"正版现货 Python程序设计 第3版 [美] 约翰・策勒 （John Zelle）人民邮电出版社正版";74.0;"约翰・策勒";"2018-01-01";"人民邮电出版社"
"正版现货 Python程序设计基础 第2版 计算机系列教材 Python语言知识教材 Python语言数据结构 清华大学";53.45;"董付国";"2018-01-01";"清华大学出版社"
"正版现货 Python程序设计基础 第2版 高等学校计算机等级考试二级Python程序设计考试 Python语言 李东方";49.5;"李东方";"Unknow";"电子工业出版社"
"正版现货 Python程序设计基础教程 普通高等院校相关专业的Python程序设计的教材和参考资料书籍 王绍锋 李淑英主";38.7;"王绍锋";"2020-11-29";"人民邮电出版社"
"正版现货 Python程序设计基础正版";47.4;"蔡永铭";"2019-01-01";"人民邮电出版社"
"正版现货 Python程序设计教程 范建农 高中生课程教材书 Python编程语言基础入门教程 高中计算机信息技术课程改";45.9;"马特利";"2021-04-18";"人民邮电出版社"
"正版现货 Python算法教程 python语言编程入门 Python基础算法 数据分析 人民邮电正版";63.7;"Magnus";"2020-11-29";"人民邮电出版社"
"正版现货 Python算法详解 图解算法入门教程书籍 数据结构与算法分析python语言基础教程从入门到实践 pytho";45.0;"张玲玲";"2020-11-29";"人民邮电出版社"
"正版现货 Python绝技：运用Python成为*黑客 python编程教程书籍 黑客与渗透测试程序设计教材 黑客攻防技";53.33;"Connor";"2021-04-18";"电子工业出版社"
"正版现货 Python统计分析 Python应用编程 利用Python进行数据分析 python数据分析统计教程 Pyt";77.7;"托马斯・哈斯尔万特";"2018-01-01";"人民邮电出版社"
"正版现货 Python编程基础与应用 Python编程从入门到实践 精通计算机程序设计pathon核心技术 网络pyth";48.33;"Unknow";"2019-01-01";"人民邮电出版社"
"正版现货 Python编程无师自通专业程序员的养成 宋秉金Python3网络爬虫项目编程python基础教程自学编程入门";55.4;"科里";"2019-01-01";"人民邮电出版社"
"正版现货 Python网络编程 第3版 Python3爬虫数据分析编程理解技术 Python构建网络应用程序技术书 py";75.5;"BrandonRhodes";"2020-09-12";"人民邮电出版社"
"正版现货 Python自然语言处理 python编程语言程序设计书 python人工智能入门书籍 Python文本挖掘指";59.0;"Steven";"2020-11-29";"人民邮电出版社"
"正版现货 Python语言及其应用 Python程序设计教程Python书python学习手册python核心编程pyt";72.0;"Bill";"2020-11-29";"人民邮电出版社"
"正版现货 Python量化交易实战入门与技巧 量化投资与Python语言编程教程书籍 python数据分析量化投资策略网";69.0;"王征";"2018-01-01";"中国铁道出版社"
"正版现货 Python面向对象编程指南 python面向对象程序设计教程书籍 python计算机编程语言深度剖析 pyt";74.79;"Unknow";"2021-04-18";"出版社"
"正版现货 数据结构 Python语言描述 Kenneth著 Python编程语言入门教程 Python语言书籍 面向对象";63.0;"Kenneth";"2020-11-29";"人民邮电出版社"
"正版现货 趣学Python编程 少儿编程入门教程 零基础学python编程入门书 计算机程序设计基础教孩子编程的书 儿童";44.55;"Jason";"2021-04-18";"人民邮电出版社"
"正版现货 达人迷 Python趣味编程10例 Python入门到实践 青少年编程书籍 STEAM正版";81.5;"Brendan";"2020-11-29";"人民邮电出版社"
"正版现货 零基础Python编程入门与实战 1化学工业出版社 吴晶晶,,主编";99.0;"吴晶晶";"2020-05-01";"1化学工业出版社"
"正版现货 青少年学Python 中小学生计算机编程入门 青少年编程入门教程 零基础学python编程 计算机编程从入门到";74.79;"阿里斯提德・波拉斯";"2021-04-18";"人民邮电出版社"
"正版用Python写网络爬虫第2版网络爬虫开发实战教程书籍基础教学入门Python3深入理解计算机系统数据编程远程数据获";48.0;"凯瑟琳";"2019-11-04";"人民邮电出版社"
"正版用Python编程和实践区块链教科书 数学教科书 赤泽直树著编程语言与程序设计Python的基本原理区块链的机制程序";179.0;"Patrick";"2021-10-27";"华中科技大学出版社"
"正版用Python编程和实践区块链教科书FLOC赤泽直树著编程语言与程序设计Python的基本原理区块链的机制程序设计中";75.0;"FLOC";"2021-06-01";"中国水利水电出版社"
"正版用Python编程和实践数学教科书我妻幸�L著编程语言与程序设计机器学习深度学习基础知识概率与统计线性代数中国水利水电";75.0;"我妻";"2021-06-01";"中国水利水电出版社"
"正版用于DevOps的Python影印版Linux系统管理任务操作教程书籍基础编程书籍数字电路与逻辑设计Python语言";158.0;"Noah";"2021-04-01";"东南大学出版社"
"正版速发 Python和Dask数据科学 杰西・丹尼尔（Jesse,C.,Daniel）,王颖,周致成,王龙江 9787";63.84;"杰西・丹尼尔";"2020-06-01";"清华大学出版社"
"正版速发 Python数据科学与人工智能应用实战 陈允杰 著 9787517088769 中国水利水电出版社";86.4;"陈允杰";"2010-01-01";"中国水利水电出版社"
"正版速发 Python数据预处理技术与实践 白宁超,唐聃,文俊 著 9787302539711 清华大学出版社";55.2;"白宁超";"2019-12-01";"清华大学出版社"
"正版速发 Python程序设计入门到实战 何敏煌 9787302455967 清华大学出版社";55.2;"何敏煌";"2017-01-01";"清华大学出版社"
"正版速发 Python编程导论 第2版 [美]约翰・谷泰格 9787115473769 人民邮电出版社";55.2;"约翰・谷泰格";"2018-02-01";"人民邮电出版社"
"正版速发 Python网络爬虫技术与实战 赵国生王健 9787111674115 机械工业出版社";71.2;"赵国生王健";"2021-02-01";"机械工业出版社"
"正版速发 写给程序员的Python教程 [挪]罗伯特・斯莫尔希雷（Robert,Smallshire）[美]奥 9787";63.2;"罗伯特・斯莫尔希雷";"2020-07-01";"人民邮电出版社"
"正版速发 数据结构―Python语言描述 张光河 9787115485779 人民邮电出版社";55.84;"张光河";"2018-07-01";"人民邮电出版社"
"正版速发 精通Python 未来科技 编著 9787517086789 中国水利水电出版社";86.4;"未来科技";"2010-01-01";"中国水利水电出版社"
"每个人的Python:数学、算法和游戏编程训练营";44.5;"张益珲";"2021-10-01";"清华大学出版社"
"每个人的Python：数学、算法和游戏编程训练营 张益珲 著 清华大学出版社 9787302589761";74.76;"张益珲";"2021-10-01";"清华大学出版社"
"毫无障碍学Python";29.0;"邓文渊";"2017-10-01";"水利水电出版社"
"毫无障碍学Python 中国水利水电出版社";42.9;"邓文渊";"2017-09-01";"中国水利水电出版社"
"毫无障碍学Python 邓文渊 9787517058342 水利水电出版社";42.3;"邓文渊";"2017-10-01";"水利水电出版社"
"毫无障碍学Python 邓文渊 著";42.9;"邓文渊";"2017-09-01";"中国水利水电出版社"
"毫无障碍学Python(附光盘)";41.18;"邓文渊";"2017-09-01";"中国水利水电"
"流畅的Python";69.5;"卢西亚诺・拉马略";"2017-04-01";"人民邮电出版社"
"流畅的Python （库区：M） 9787115454157";93.13;"卢西亚诺・拉马略";"2017-04-01";"人民邮电出版社"
"流畅的Python python核心编程 python数据分析代码大全python编程从入门到精通Python网络爬虫开";123.0;"Unknow";"2020-10-29";"人民邮电出版社"
"流畅的Python python核心编程教程书籍 python代码大全 python入门到精通 Py";109.0;"卢西亚诺.拉马略";"2017-04-01";"人民邮电出版社"
"流畅的Python python编程教程书籍 python代码大全 python入门到精通 Python语言编程程序设计";95.0;"Unknow";"2020-08-11";"人民邮电出版社"
"流畅的Python 人民邮电出版社";94.5;"卢西亚诺";"2017-04-01";"人民邮电出版社"
"流畅的Python 图灵程序设计丛书 Python编程从入门到精通核心编程开发程序设计 Python";109.81;"卢西亚诺・拉马略|译者";"2017-05-01";"人民邮电"
"流畅的Python 图灵程序设计丛书 Python编程从入门到精通核心编程开发程序设计 Python语言学习书籍 pyt";70.89;"卢西亚诺・拉马略|译者";"2017-05-01";"人民邮电"
"流畅的Python 语言程序设计 python核心编程 python数据分析代码大全 入门到精通教程 Python网络爬";94.5;"卢西亚诺";"2017-04-01";"人民邮电出版社"
"流畅的Python[巴西]卢西亚诺・拉马略(Luciano Ramalho)人民邮电出版社9787115454157【正";115.0;"卢西亚诺・拉马略";"2017-04-01";"人民邮电出版社"
"流畅的Python/图灵程序设计丛书";112.4;"卢西亚诺・拉马略|译者";"2017-05-01";"人民邮电"
"流畅的Python+Python高性能编程 全2册 python编程教程书籍 python代码大全 python入门到精";218.0;"裴尧尧";"2021-10-26";"中国水利水电出版社"
"深入大型数据集：并行与分布化Python代码";49.5;"J.T";"2021-01-01";"电子工业出版社"
"深入浅出GAN生成对抗网络 原理剖析与TensorFlow实践";49.5;"廖茂文";"2020-06-01";"人民邮电出版社"
"深入浅出Pandas：利用Python进行数据处理与分析";92.0;"李庆辉";"2021-07-10";"机械工业出版社"
"深入浅出Python机器学习";34.5;"段小手";"2018-07-14";"清华大学出版社"
"深入浅出Python机器学习 段小手数据结构与算法分析 人工神经网络 机器学习理论 机器学习导论 构建机器学习 pyth";67.34;"段小手";"2010-12-30";"清华大学出版社"
"深入浅出Python量化交易实战";49.5;"段小手";"2021-12-01";"清华大学出版社"
"深入理解Python特性";24.5;"达恩・巴德尔";"2019-06-01";"人民邮电出版社"
"深入理解Python特性 Python核心编程进阶指南流畅的python代码整洁计算机程序设计图书";36.75;"达恩・巴德尔";"2019-06-01";"人民邮电出版社"
"深入理解Python特性 python编程从入门到实战数据分析零基础自学教程书计算机基础小甲鱼机器语言程序设计学习网络爬";42.0;"不详";"Unknow";"不详"
"深入理解Python特性+Python算法详解 Python核心编程 进阶指南流畅的python 代码整洁计算机程序设计";108.68;"吴国凤";"2010-12-30";"合肥工业大学出版社"
"深入理解Python特性Python核心编程 进阶指南流畅的python 代码整洁计算机程序设计图书 程序设计 Pyth";48.0;"达恩・巴德尔";"2019-06-01";"人民邮电出版社"
"深度学习 Python神经网络编程TensorFlow深度学习算法原理与编程实践大数据分析基础及实战全六册 人工智能机器";515.5;"古德费洛";"2017-01-01";"?人民邮电出版社"
"深度学习 基于Python语言和TensorFlow平台 视频讲解版 人工智能 学习入门教程 编程语言与程序设计 学习与";46.8;"谢琼";"2010-12-30";"人民邮电出版社"
"深度学习:从Python到TensorFlow应用实战";34.9;"叶虎";"2020-04-01";"清华大学出版社"
"深度学习入门 基于Python的实现 吴喜之著python教材python程序设计基础编程入门零基础自学从入门到精通深入";40.3;"吴喜之";"2010-12-30";"中国人民大学出版社有限公司"
"深度学习入门 基于Python的理论与实现";34.9;"斋藤康毅";"2021-05-01";"人民邮电出版社"
"深度学习入门-基于Python的理论与实现+笨办法 学Python 3(全2册) Python编程序设计基础教程入门书籍";92.04;"张俊";"2010-12-30";"中国铁道出版社"
"深度学习基于Python的大数据分析基础及实战编程从零基础到项目实战在机器学习中的应用TensorFlow深度学习算法原";509.0;"古德费洛";"2017-01-01";"?人民邮电出版社"
"深度学习计算机视觉实战 卷积神经网络、Python 、TensorFlow和Kivy";95.2;"艾哈迈德・法齐・迦得";"2020-09-01";"清华大学出版社"
"深度强化学习：基于Python的理论及实践";99.4;"劳拉・格雷泽";"2021-09-25";"机械工业出版社"
"深度强化学习：基于Python的理论及实践（英文版）";89.2;"劳拉・格雷泽";"2020-12-30";"机械工业出版社"
"清华社 Python与micro：bit机器人程序设计 清华大学 高�D尚凯 STEM教育丛书 机器人程序设计青少年读物L";41.0;"不详";"Unknow";"不详"
"漫画Python 编程入门*简单 Python编程入门到实践 青少年编程 Python趣味编程入门人";46.6;"菅谷充";"2021-11-01";"人民邮电出版社"
"漫画Python：编程入门超简单";29.9;"菅谷充";"2021-11-01";"人民邮电出版社"
"爱上Python 一日精通Python编程[新加坡]Jamie Chan人民邮电出版社【正版图书，满额优惠，可开发票】";77.12;"Jamie";"2016-06-01";"人民邮电出版社"
"父与子的编程之旅 与小卡特一起学Python 第3版（全彩印刷）";59.5;"沃伦・桑德";"2020-10-01";"人民邮电出版社"
"父与子的编程之旅：与爸爸一起学Python";43.4;"贾炜";"2019-11-18";"北京大学出版社"
"父与子的编程之旅Python+Scratch2册";70.91;"刘鸿城|";"2020-01-01";"北京大学"
"物联网Python开发实战";34.5;"安翔";"2018-03-01";"电子工业出版社"
